name,canonical_smiles,formula,MW,MolLogP,TPSA,HBD,arom_N,rot_bonds,SA_score,max_sim_exp,min_sim_exp,dup_of_exp,max_sim_internal,crit_sim_exp_0.25_0.85,crit_logP_gt3,n_triazine_rings,n_pyridine_rings,model,design,run
claude_d3_r2_01,CCCCc1nnc(-c2ccc3ccc4ccc(-c5nnc(CCCC)c(CCCC)n5)nc4c3n2)nc1CCCC,C34H42N8,562.8,7.86,103.1,0,8,14,3.03,0.632,0.111,False,0.0,True,True,2,2,claude,3,2
claude_d3_r2_02,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)n1,C33H53N5O,535.8,8.16,71.9,0,4,14,4.03,0.482,0.153,False,0.25,True,True,1,1,claude,3,2
claude_d3_r2_03,CCCCCCN(CCCCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CCCCCC)CCCCCC)n2)n1,C36H58N4O2,578.9,9.35,66.4,0,2,23,2.58,0.362,0.1,False,0.426,True,True,0,2,claude,3,2
claude_d3_r2_04,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCC)CCCCCC)nc3c2n1,C38H58N4O2,602.9,9.99,66.4,0,2,22,2.65,0.235,0.083,False,0.667,False,True,0,2,claude,3,2
claude_d3_r2_05,CCCCCCCCn1cc(-c2cccc(-c3cn(CCCCCCCC)nn3)n2)nn1,C25H39N7,437.6,6.32,74.3,0,7,16,2.65,0.432,0.109,False,0.383,True,True,0,1,claude,3,2
claude_d3_r2_06,CCCCCCCCn1c(-c2cccc(-c3nc4ccccc4n3CCCCCCCC)n2)nc2ccccc21,C35H45N5,535.8,9.84,48.5,0,5,16,2.47,0.347,0.103,False,0.457,True,True,0,1,claude,3,2
claude_d3_r2_07,CCCCc1nnc(-c2cccc(-c3cc(CC(C)(C)C)[nH]n3)n2)nc1CCCC,C24H34N6,406.6,5.6,80.2,1,6,9,3.01,0.63,0.087,False,0.481,True,True,1,1,claude,3,2
claude_d3_r2_08,CCCCCCCCN(Cc1ccccn1)C(=O)COCC(=O)N(CCCCCCCC)Cc1ccccn1,C32H50N4O3,538.8,6.57,75.6,0,2,22,2.65,0.211,0.074,False,0.404,False,True,0,2,claude,3,2
claude_d3_r2_09,CCCCCCc1nnc(-c2cccc(-c3nnc(CCCCCC)o3)n2)o1,C21H29N5O2,383.5,5.43,90.7,0,5,12,2.54,0.5,0.109,False,0.422,True,True,0,1,claude,3,2
claude_d3_r2_10,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3ccc(-c4nnc(CCCC)c(CCCC)n4)nc3c2n1,C36H50N6O,582.8,8.92,84.8,0,5,18,3.03,0.463,0.116,False,0.667,True,True,1,2,claude,3,2
claude_d3_r3_01,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)nc3c2n1,C46H74N4O2,715.1,12.53,66.4,0,2,26,4.24,0.467,0.077,False,0.0,True,True,0,2,claude,3,3
claude_d3_r3_02,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C44H74N4O2,691.1,11.89,66.4,0,2,27,4.18,0.457,0.092,False,0.705,True,True,0,2,claude,3,3
claude_d3_r3_03,CCCCCCCCN(CC(CC)CCCC)C(=O)c1cccc(C(=O)N(CCCCCCCC)CC(CC)CCCC)n1,C39H71N3O2,614.0,11.12,53.5,0,1,28,3.58,0.438,0.074,False,0.733,True,True,0,1,claude,3,3
claude_d3_r3_04,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)n1,C33H53N5O,535.8,8.16,71.9,0,4,14,4.03,0.482,0.153,False,0.673,True,True,1,1,claude,3,3
claude_d3_r3_05,CCCCCCC1CCN(C(=O)c2ccc3ccc4ccc(C(=O)N5CCC(CCCCCC)CC5)nc4c3n2)CC1,C36H50N4O2,570.8,8.43,66.4,0,2,12,2.73,0.203,0.106,False,0.375,False,True,0,2,claude,3,3
claude_d3_r3_06,CCCCCCCCn1ccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C33H56N4O,524.8,9.18,51.0,0,3,21,3.59,0.35,0.09,False,0.731,True,True,0,1,claude,3,3
claude_d3_r3_07,CCCCCCCCN(CCCCCCCC)C(=O)Cc1cccc(CC(=O)N(CCCCCCCC)CCCCCCCC)n1,C41H75N3O2,642.1,11.27,53.5,0,1,32,2.6,0.286,0.083,False,0.469,True,True,0,1,claude,3,3
claude_d3_r3_08,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)n3)n2)nc1CCCCC,C34H44N8,564.8,7.66,103.1,0,8,11,3.4,0.721,0.091,False,0.492,True,True,2,2,claude,3,3
claude_d3_r3_09,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C40H56N6O,636.9,9.86,84.8,0,5,14,4.21,0.387,0.103,False,0.79,True,True,1,2,claude,3,3
claude_d3_r3_10,CCCCCCCCn1cc(-c2cccc(-c3cn(CCCCCCCC)nn3)n2)nn1,C25H39N7,437.6,6.32,74.3,0,7,16,2.65,0.432,0.109,False,0.377,True,True,0,1,claude,3,3
claude_d3_r4_01,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n1,C39H71N3O2,614.0,10.83,53.5,0,1,26,4.04,0.488,0.079,False,0.0,True,True,0,1,claude,3,4
claude_d3_r4_02,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,C46H74N4O2,715.1,13.11,66.4,0,2,30,2.75,0.235,0.083,False,0.426,False,True,0,2,claude,3,4
claude_d3_r4_03,CCCCC(CC)Cn1cc(-c2cccc(-c3cn(CC(CC)CCCC)nn3)n2)nn1,C25H39N7,437.6,6.03,74.3,0,7,14,3.67,0.36,0.129,False,0.385,True,True,0,1,claude,3,4
claude_d3_r4_04,CC(C)CCc1nnc(-c2cc(C(C)(C)C)cc(-c3nnc(CCC(C)C)c(CCC(C)C)n3)n2)nc1CCC(C)C,C35H55N7,573.9,8.44,90.2,0,7,14,3.33,0.426,0.086,False,0.183,True,True,2,1,claude,3,4
claude_d3_r4_05,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)Cc1ccccn1,C42H78N4O2,671.1,10.98,56.8,0,1,34,2.76,0.314,0.076,False,0.4,True,True,0,1,claude,3,4
claude_d3_r4_06,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C44H74N4O2,691.1,11.89,66.4,0,2,27,4.18,0.457,0.092,False,0.872,True,True,0,2,claude,3,4
claude_d3_r4_07,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2nnc(CCC)c(CCC)n2)n1,C31H51N5O,509.8,8.0,71.9,0,4,20,2.8,0.565,0.147,False,0.51,True,True,1,1,claude,3,4
claude_d3_r4_08,CCCCCCn1nc(-c2cccc(-c3cc(C(C)(C)C)n(CCCCCC)n3)n2)cc1C(C)(C)C,C31H49N5,491.8,8.56,48.5,0,5,12,2.94,0.367,0.102,False,0.327,True,True,0,1,claude,3,4
claude_d3_r4_09,CCCc1nnc(-c2ccc3ccc4ccc(-c5nnc(CCC)c(CCC)n5)nc4c3n2)nc1CCC,C30H34N8,506.7,6.3,103.1,0,8,10,3.0,0.697,0.074,False,0.451,True,True,2,2,claude,3,4
claude_d3_r4_10,CCCCCCCCn1c(-c2cccc(-c3nc4ccccc4n3CCCCCCCC)n2)nc2ccccc21,C35H45N5,535.8,9.84,48.5,0,5,16,2.47,0.347,0.103,False,0.449,True,True,0,1,claude,3,4
claude_d3_r5_01,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(C(=O)N(CCCCCCCC)CCCCCCCC)n1,C39H71N3O2,614.0,11.41,53.5,0,1,30,2.46,0.298,0.086,False,0.0,True,True,0,1,claude,3,5
claude_d3_r5_02,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cc(C)cc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n1,C40H73N3O2,628.0,11.14,53.5,0,1,26,4.14,0.477,0.074,False,0.404,True,True,0,1,claude,3,5
claude_d3_r5_03,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)n1,C33H53N5O,535.8,8.16,71.9,0,4,14,4.03,0.482,0.153,False,0.475,True,True,1,1,claude,3,5
claude_d3_r5_04,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,C46H74N4O2,715.1,13.11,66.4,0,2,30,2.75,0.235,0.083,False,0.722,False,True,0,2,claude,3,5
claude_d3_r5_05,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1cccc(-c2cccc(C(=O)N(CC(CC)CCCC)CC(CC)CCCC)n2)n1,C44H74N4O2,691.1,11.89,66.4,0,2,27,4.18,0.457,0.092,False,0.673,True,True,0,2,claude,3,5
claude_d3_r5_06,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2cccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)n1,C38H56N6O,612.9,9.51,84.8,0,5,17,3.23,0.569,0.159,False,0.694,True,True,1,2,claude,3,5
claude_d3_r5_07,CCCCC(CC)CN(CC(CC)CCCC)C(=O)c1ccc2ccc3ccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)nc3c2n1,C40H56N6O,636.9,9.86,84.8,0,5,14,4.21,0.387,0.103,False,0.79,True,True,1,2,claude,3,5
claude_d3_r5_08,CCCCCCCCN(CCCCCCCC)C(=O)c1cccc(-c2cc(CC(C)(C)C)[nH]n2)n1,C30H50N4O,482.8,8.22,61.9,1,3,17,2.76,0.56,0.097,False,0.58,True,True,0,1,claude,3,5
claude_d3_r5_09,CCCCCCCCOc1cc(C(=O)N(CCCCCCCC)CCCCCCCC)nc(C(=O)N(CCCCCCCC)CCCCCCCC)c1,C47H87N3O3,742.2,14.15,62.7,0,1,38,2.78,0.208,0.075,False,0.625,False,True,0,1,claude,3,5
claude_d3_r5_10,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)Cc1ccccn1,C34H61N3O3,559.9,8.34,62.7,0,1,27,2.65,0.207,0.072,False,0.42,False,True,0,1,claude,3,5
claude_d4_01,CCC1(CC)CCC(CC)(CC)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(CC)(CC)CCC7(CC)CC)nc5c4n3)nnc21,C42H54N8,670.9,10.31,103.1,0,8,10,3.95,0.409,0.051,False,0.0,True,True,2,2,claude,4,1
claude_d4_02,CC1(C)CC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CC7(C)C)nc5c4n3)nnc21,C32H34N8,530.7,6.4,103.1,0,8,2,3.58,0.553,0.017,False,0.575,True,True,2,2,claude,4,1
claude_d4_03,CC(C)(C)c1ccc(-c2nnc(-c3cccc(-c4cccc(-c5nnc(-c6ccc(C(C)(C)C)cc6)c(-c6ccc(C(C)(C)C)cc6)n5)n4)n3)nc2-c2ccc(C(C)(C)C)cc2)cc1,C56H58N8,843.1,13.71,103.1,0,8,7,3.03,0.386,0.034,False,0.24,True,True,2,2,claude,4,1
claude_d4_04,CCCCCc1nnc(-c2ccc3ccc4ccc(-c5nnc(CCCCC)c(CCCCC)n5)nc4c3n2)nc1CCCCC,C38H50N8,618.9,9.42,103.1,0,8,18,3.05,0.703,0.109,False,0.444,True,True,2,2,claude,4,1
claude_d4_05,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C3(C)CCCCC4(C)C3)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C41H54N8,658.9,9.28,103.1,0,8,3,5.27,0.786,0.014,False,0.385,True,True,2,2,claude,4,1
claude_d4_06,CCCCc1nnc(-c2cccc(-c3cccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)n3)n2)nc1CCCC,C32H40N8,536.7,6.88,103.1,0,8,9,3.39,0.69,0.092,False,0.48,True,True,2,2,claude,4,1
claude_d4_07,CCCCC(CC)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(CC)CCCC)c(CC(CC)CCCC)n4)n3)n2)nc1CC(CC)CCCC,C48H74N8,763.2,12.88,103.1,0,8,27,4.56,0.595,0.19,False,0.472,True,True,2,2,claude,4,1
claude_d4_08,CC(C)(C)Cc1cc(-c2cccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)n[nH]1,C24H32N6,404.6,5.26,80.2,1,6,3,3.33,0.63,0.027,False,0.517,True,True,1,1,claude,4,1
claude_d4_09,CCCCCCCCOc1cc(-c2cc(OCCCCCCCC)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C48H70N8O2,791.1,12.02,121.6,0,8,19,3.73,0.578,0.094,False,0.509,True,True,2,2,claude,4,1
claude_d4_10,Cc1nc(-c2cccc(-c3cccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)n3)n2)nnc1C12CC3CC(CC(C3)C1)C2,C35H40N8,572.8,6.97,103.1,0,8,4,4.63,0.674,0.014,False,0.518,True,True,2,2,claude,4,1
claude_d4_r2_01,CCCCC(CC)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(CC)CCCC)c(CC(CC)CCCC)n4)n3)n2)nc1CC(CC)CCCC,C48H74N8,763.2,12.88,103.1,0,8,27,4.56,0.595,0.19,False,0.0,True,True,2,2,claude,4,2
claude_d4_r2_02,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,C34H38N8,558.7,7.19,103.1,0,8,2,3.46,0.686,0.017,False,0.222,True,True,2,2,claude,4,2
claude_d4_r2_03,CCCCc1nnc(-c2cc(C(C)(C)C)cc(-c3cc(C(C)(C)C)cc(-c4nnc(CCCC)c(CCCC)n4)n3)n2)nc1CCCC,C40H58N8,651.0,9.81,103.1,0,8,15,3.28,0.548,0.105,False,0.373,True,True,2,2,claude,4,2
claude_d4_r2_04,CC(C)(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)(C)C)c(CC(C)(C)C)n4)n3)n2)nc1CC(C)(C)C,C36H50N8,594.9,8.2,103.1,0,8,7,3.29,0.556,0.055,False,0.477,True,True,2,2,claude,4,2
claude_d4_r2_05,CCC1(CC)CCC(CC)(CC)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(CC)(CC)CCC6(CC)CC)n4)n3)nnc21,C40H54N8,646.9,9.67,103.1,0,8,11,3.9,0.605,0.052,False,0.419,True,True,2,2,claude,4,2
claude_d4_r2_06,CCCCCCCCc1nnc(-c2ccc3ccc4ccc(-c5nnc(CCCCCCCC)c(CCCCCCCC)n5)nc4c3n2)nc1CCCCCCCC,C50H74N8,787.2,14.1,103.1,0,8,30,3.17,0.684,0.107,False,0.489,True,True,2,2,claude,4,2
claude_d4_r2_07,CC(C)(C)c1nnc(-c2cccc(-c3cccc(-c4nnc(C(C)(C)C)c(C(C)(C)C)n4)n3)n2)nc1C(C)(C)C,C32H42N8,538.7,7.04,103.1,0,8,3,3.03,0.447,0.038,False,0.528,True,True,2,2,claude,4,2
claude_d4_r2_08,CCCCC(CC)Cc1cc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C35H51N7,569.8,8.24,90.2,0,7,8,4.21,0.521,0.143,False,0.463,True,True,2,1,claude,4,2
claude_d4_r2_09,CC(C)(C)CC(C)(C)c1cc(-c2cccc(-c3cccc(-c4cc(C(C)(C)CC(C)(C)C)[nH]n4)n3)n2)[nH]n1,C32H44N6,512.7,8.35,83.1,2,6,7,3.39,0.468,0.03,False,0.327,True,True,0,2,claude,4,2
claude_d4_r2_10,CCCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)n3)n2)nc1CCCCCC,C36H48N8,592.8,8.44,103.1,0,8,13,3.42,0.705,0.09,False,0.54,True,True,2,2,claude,4,2
claude_d4_r3_01,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,C34H38N8,558.7,7.19,103.1,0,8,2,3.46,0.686,0.017,False,0.0,True,True,2,2,claude,4,3
claude_d4_r3_02,Cc1cc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc2c1ccc1c(C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)nc12,C36H42N8,586.8,7.8,103.1,0,8,2,3.64,0.625,0.016,False,0.625,True,True,2,2,claude,4,3
claude_d4_r3_03,CC(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)C)c(CC(C)C)n4)n3)n2)nc1CC(C)C,C32H42N8,538.7,6.64,103.1,0,8,11,3.07,0.556,0.055,False,0.255,True,True,2,2,claude,4,3
claude_d4_r3_04,CC(C)(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)(C)C)c(CC(C)(C)C)n4)n3)n2)nc1CC(C)(C)C,C36H50N8,594.9,8.2,103.1,0,8,7,3.29,0.556,0.055,False,0.568,True,True,2,2,claude,4,3
claude_d4_r3_05,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C40H54N8,646.9,9.14,103.1,0,8,3,3.67,1.0,0.016,True,0.545,False,True,2,2,claude,4,3
claude_d4_r3_06,CC1(C)CCCC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CCCC6(C)C)n4)n3)nnc21,C34H42N8,562.8,7.33,103.1,0,8,3,3.45,0.875,0.017,False,0.605,False,True,2,2,claude,4,3
claude_d4_r3_07,CCCCc1nnc(-c2cccc(-c3cccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)n3)n2)nc1CCCC,C32H40N8,536.7,6.88,103.1,0,8,9,3.39,0.69,0.092,False,0.622,True,True,2,2,claude,4,3
claude_d4_r3_08,CCCCCc1nnc(-c2ccc3ccc4ccc(-c5nnc(CCCCC)c(CCCCC)n5)nc4c3n2)nc1CCCCC,C38H50N8,618.9,9.42,103.1,0,8,18,3.05,0.703,0.109,False,0.48,True,True,2,2,claude,4,3
claude_d4_r3_09,CCCCCCc1cc(-c2cccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C38H50N8,618.9,8.67,103.1,0,8,8,3.72,0.644,0.121,False,0.673,True,True,2,2,claude,4,3
claude_d4_r3_10,CC1(C)CC(C)(C)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(C)(C)CC6(C)C)n4)n3)nnc21,C30H34N8,506.7,5.77,103.1,0,8,3,3.54,0.812,0.018,False,0.765,True,True,2,2,claude,4,3
claude_d4_r4_01,CC1(C)CC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CC7(C)C)nc5c4n3)nnc21,C32H34N8,530.7,6.4,103.1,0,8,2,3.58,0.553,0.017,False,0.0,True,True,2,2,claude,4,4
claude_d4_r4_02,CC(C)(C)c1cc(-c2cc(C(C)(C)C)cc(-c3nnc4c(n3)C(C)(C)CC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CC3(C)C)c1,C38H50N8,618.9,8.36,103.1,0,8,3,3.77,0.833,0.016,False,0.537,True,True,2,2,claude,4,4
claude_d4_r4_03,CC(C)(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)(C)C)c(CC(C)(C)C)n4)n3)n2)nc1CC(C)(C)C,C36H50N8,594.9,8.2,103.1,0,8,7,3.29,0.556,0.055,False,0.283,True,True,2,2,claude,4,4
claude_d4_r4_04,CCCc1nnc(-c2ccc3ccc4ccc(-c5nnc(CCC)c(CCC)n5)nc4c3n2)nc1CCC,C30H34N8,506.7,6.3,103.1,0,8,10,3.0,0.697,0.074,False,0.439,True,True,2,2,claude,4,4
claude_d4_r4_05,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc5c(n4)C(C)(C)CCC5(C)C)n3)n2)nc1CCCCC,C34H44N8,564.8,7.66,103.1,0,8,11,3.4,0.721,0.091,False,0.412,True,True,2,2,claude,4,4
claude_d4_r4_06,CC12CCC(c3nnc(-c4ccc5ccc6ccc(-c7nnc8c(n7)C7(C)CCC8C7(C)C)nc6c5n4)nc31)C2(C)C,C34H34N8,554.7,6.84,103.1,0,8,2,5.52,0.762,0.015,False,0.511,True,True,2,2,claude,4,4
claude_d4_r4_07,CCCCCCOc1cc(-c2cc(OCCCCCC)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C44H62N8O2,735.0,10.46,121.6,0,8,15,3.71,0.578,0.094,False,0.527,True,True,2,2,claude,4,4
claude_d4_r4_08,CC(C)(C)Cc1nnc(-c2ccc3ccc4ccc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)nc4c3n2)nc1CC(C)(C)C,C36H44N8,588.8,8.01,103.1,0,8,4,3.63,0.522,0.045,False,0.614,True,True,2,2,claude,4,4
claude_d4_r4_09,Cc1nnc(-c2cccc(-c3cccc(-c4nnc(C)c(-c5ccc(C(C)(C)C)cc5)n4)n3)n2)nc1-c1ccc(C(C)(C)C)cc1,C38H38N8,606.8,8.39,103.1,0,8,5,2.87,0.37,0.016,False,0.432,True,True,2,2,claude,4,4
claude_d4_r4_10,CCC1(CC)CCC(CC)(CC)c2nc(-c3cccc(-c4cccc(-c5nnc6c(n5)C(CC)(CC)CCC6(CC)CC)n4)n3)nnc21,C40H54N8,646.9,9.67,103.1,0,8,11,3.9,0.605,0.052,False,0.5,True,True,2,2,claude,4,4
claude_d4_r5_01,CC(C)Cc1nnc(-c2cccc(-c3cccc(-c4nnc(CC(C)C)c(CC(C)C)n4)n3)n2)nc1CC(C)C,C32H42N8,538.7,6.64,103.1,0,8,11,3.07,0.556,0.055,False,0.0,True,True,2,2,claude,4,5
claude_d4_r5_02,CC1(C)CCC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc7c(n6)C(C)(C)CCC7(C)C)nc5c4n3)nnc21,C34H38N8,558.7,7.19,103.1,0,8,2,3.46,0.686,0.017,False,0.255,True,True,2,2,claude,4,5
claude_d4_r5_03,CCCCc1nnc(-c2ccc3ccc4ccc(-c5nnc(CCCC)c(CCCC)n5)nc4c3n2)nc1CCCC,C34H42N8,562.8,7.86,103.1,0,8,14,3.03,0.632,0.111,False,0.419,True,True,2,2,claude,4,5
claude_d4_r5_04,CCCCCCc1cc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C33H47N7,541.8,7.61,90.2,0,7,7,3.63,0.581,0.136,False,0.478,True,True,2,1,claude,4,5
claude_d4_r5_05,CC1(C)CCC(C)(C)c2nc(-c3cc(C(F)(F)F)cc(-c4cc(C(F)(F)F)cc(-c5nnc6c(n5)C(C)(C)CCC6(C)C)n4)n3)nnc21,C34H36F6N8,670.7,8.58,103.1,0,8,3,3.71,0.763,0.016,False,0.532,True,True,2,2,claude,4,5
claude_d4_r5_06,Cc1cc(-c2cc(C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C34H42N8,562.8,7.16,103.1,0,8,3,3.54,1.0,0.017,True,0.684,False,True,2,2,claude,4,5
claude_d4_r5_07,CCCCCCCCc1cc(-c2cc(CCCCCCCC)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C48H70N8,759.1,12.35,103.1,0,8,17,3.68,0.605,0.133,False,0.974,True,True,2,2,claude,4,5
claude_d4_r5_08,CCCCN(CCCC)C(=O)c1cc(-c2cccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,C41H55N9O,690.0,8.59,123.4,0,8,10,3.86,0.58,0.162,False,0.561,True,True,2,2,claude,4,5
claude_d4_r5_09,CC(C)(C)Cc1cc(-c2cccc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)n[nH]1,C24H32N6,404.6,5.26,80.2,1,6,3,3.33,0.63,0.027,False,0.477,True,True,1,1,claude,4,5
claude_d4_r5_10,Cc1nnc(-c2cccc(-c3cccc(-c4nnc(C)c(-c5ccccc5)n4)n3)n2)nc1-c1ccccc1,C30H22N8,494.6,5.8,103.1,0,8,5,2.57,0.415,0.018,False,0.415,True,True,2,2,claude,4,5
claudescience_d1_01,CC1CC(C)(C)c2nc(-c3ccc4ccc5ccc(-c6nnc(CC(C)(C)C)c(CC(C)(C)C)n6)nc5c4n3)nnc2C1(C)C,C37H46N8,602.8,8.26,103.1,0,8,4,4.18,0.51,0.019,False,0.0,True,True,2,2,claudescience,1,1
claudescience_d1_02,Cc1cc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)nc2c1ccc1c(C)cc(-c3nnc4c(n3)C(C)(C)CC(C)C4(C)C)nc12,C37H44N8,600.8,8.05,103.1,0,8,2,4.33,0.5,0.013,False,0.508,True,True,2,2,claudescience,1,1
claudescience_d1_03,CC(C)(C)Cc1nnc(-c2cc(C(C)(C)C)cc(-c3nnc(CC(C)(C)C)c(CC(C)(C)C)n3)n2)nc1CC(C)(C)C,C35H55N7,573.9,8.44,90.2,0,7,6,3.42,0.465,0.0,False,0.4,True,True,2,1,claudescience,1,1
claudescience_d1_04,CC(C)(C)c1nc(-c2ccc3ccc4ccc(-c5nnc(C67CC8CC(CC(C8)C6)C7)c(C(C)(C)C)n5)nc4c3n2)nnc1C12CC3CC(CC(C3)C1)C2,C46H54N8,719.0,10.02,103.1,0,8,4,5.1,0.468,0.0,False,0.433,True,True,2,2,claudescience,1,1
claudescience_d1_05,CCCc1nnc(-c2cccc(-c3cccc(-c4nnc(C56CC7CC(CC(C7)C5)C6)c(C(C)(C)C)n4)n3)n2)nc1CCC,C36H44N8,588.8,7.52,103.1,0,8,8,4.51,0.551,0.015,False,0.6,True,True,2,2,claudescience,1,1
claudescience_d1_06,CCCc1nnc(-c2cc(C(C)(C)C)cc(-c3nnc(-c4ccc(C)cc4)c(-c4ccc(C)cc4)n3)n2)nc1CCC,C35H39N7,557.7,7.94,90.2,0,7,8,3.01,0.479,0.0,False,0.48,True,True,2,1,claudescience,1,1
claudescience_d1_07,Cc1ccc(-c2nnc(-c3cccc(-c4cccc(-c5nnc(-c6ccc(C)cc6)c(-c6ccc(C)cc6)n5)n4)n3)nc2-c2ccc(C)cc2)cc1,C44H34N8,674.8,9.75,103.1,0,8,7,2.59,0.447,0.0,False,0.49,True,True,2,2,claudescience,1,1
